64;3078.00;11.10;794.00;big
65;3031.00;11.80;615.00;big
65;3224.00;11.70;613.00;big
66;3416.00;9.50;961.00;big
66;3366.00;9.50;1062.00;big
67;3571.00;14.32;1235.00;big
67;3693.00;14.12;1161.00;big
68;3475.00;9.95;1508.00;big
68;3513.00;9.75;1456.00;big
69;2882.00;9.50;1747.00;big
69;2955.00;9.50;1921.00;big
70;2532.00;9.50;1241.00;big
70;2588.00;9.50;1347.00;big
71;2658.00;9.50;1200.00;big
71;2540.00;9.50;1112.00;big
72;3400.00;11.85;839.00;big
72;3519.00;10.73;759.00;big
73;3464.00;9.50;1939.00;big
73;3186.00;9.50;2023.00;big
74;2431.00;9.50;1506.00;big
74;2307.00;9.50;1671.00;big
75;2355.00;9.50;1038.00;big
75;2265.00;9.50;1153.00;big
76;2087.00;9.50;952.00;big
76;2001.00;9.50;1114.00;big
77;2191.00;9.50;1473.00;big
77;2321.00;9.50;1332.00;big
78;2034.00;9.50;1461.00;big
78;2089.00;9.50;1303.00;big
79;1902.00;10.25;1707.00;big
79;1868.00;9.50;1583.00;big
80;1701.00;9.50;1492.00;big
80;1778.00;9.50;1570.00;big
81;3702.00;9.50;901.00;big
81;3849.00;9.50;963.00;big
82;2877.00;9.50;1939.00;big
82;2650.00;9.50;1933.00;big
83;1804.00;9.50;1309.00;big
83;1863.00;9.50;1433.00;big
84;2479.00;10.53;1882.00;big
84;2542.00;10.90;1911.00;big
85;2414.00;9.50;1852.00;big
85;2294.00;9.50;1931.00;big
86;1503.00;9.50;1301.00;big
86;1619.00;9.50;1273.00;big
87;1330.00;9.50;1194.00;big
87;1363.00;9.50;1299.00;big
88;2078.00;9.50;1765.00;big
88;1867.00;9.50;1978.00;big
89;2157.00;11.35;1948.00;big
89;2004.00;11.53;1992.00;big
90;3934.00;9.90;1175.00;big
90;3861.00;11.28;1093.00;big
91;4024.00;21.80;1226.00;big
91;3966.00;18.40;1220.00;big
92;4232.00;20.38;1136.00;big
92;4116.00;22.30;1145.00;big
93;1525.00;9.50;1879.00;big
93;1485.00;9.50;1971.00;big
94;4603.00;9.50;956.00;big
94;4579.00;9.50;776.00;big
95;4106.00;9.50;810.00;big
95;4253.00;9.50;852.00;big
96;3284.00;11.20;813.00;big
96;3342.00;10.40;960.00;big
97;3356.00;14.23;660.00;big
97;3362.00;12.32;558.00;big
98;4348.00;9.50;738.00;big
98;4456.00;9.85;619.00;big
99;1777.00;11.60;1812.00;big
99;1646.00;10.62;1721.00;big
100;4170.00;9.73;1024.00;big
100;4239.00;10.38;1057.00;big
101;4561.00;10.45;641.00;big
101;4630.00;10.43;702.00;big
102;4410.00;9.50;754.00;big
102;4412.00;9.50;798.00;big
103;4023.00;9.98;805.00;big
103;4025.00;12.10;872.00;big
104;4051.00;12.62;1302.00;big
104;4189.00;13.65;1384.00;big
105;4003.00;10.60;1138.00;big
105;4090.00;9.80;1082.00;big
106;3981.00;11.10;898.00;big
106;3960.00;12.35;951.00;big
107;3922.00;10.05;1023.00;big
107;3983.00;12.73;1069.00;big
108;4094.00;11.45;980.00;big
108;4023.00;11.05;961.00;big
109;1851.00;9.70;1079.00;big
109;1795.00;9.50;1158.00;big
110;1655.00;9.70;1165.00;big
110;1535.00;9.50;1200.00;big
111;1458.00;9.50;1066.00;big
111;1544.00;9.70;1006.00;big
112;1426.00;9.70;1183.00;big
112;1380.00;15.82;1115.00;big
113;1647.00;11.53;1593.00;big
113;1725.00;9.80;1636.00;big
114;1686.00;11.12;1663.00;big
114;1795.00;9.68;1661.00;big
115;1547.00;10.90;1609.00;big
115;1591.00;10.60;1632.00;big
116;1515.00;9.50;919.00;big
116;1439.00;9.50;995.00;big
117;1054.00;9.50;1241.00;big
117;1284.00;9.50;1091.00;big
118;1198.00;9.50;914.00;big
118;1173.00;9.50;690.00;big
119;1450.00;9.50;782.00;big
119;1507.00;9.50;643.00;big
120;2296.00;9.50;872.00;big
120;2491.00;9.50;826.00;big
121;4491.00;11.95;860.00;big
121;4440.00;9.70;830.00;big
122;4435.00;12.10;973.00;big
122;4463.00;11.25;911.00;big
123;4298.00;10.03;954.00;big
123;4308.00;11.65;1025.00;big
124;4379.00;15.55;1087.00;big
124;4411.00;13.53;1032.00;big
125;4380.00;9.62;868.00;big
125;4361.00;9.70;924.00;big
126;4366.00;10.32;766.00;big
126;4400.00;10.07;704.00;big
127;4072.00;9.50;529.00;big
127;4264.00;9.50;570.00;big
128;4184.00;9.50;93.00;big
128;4117.00;9.50;288.00;big
129;4461.00;9.50;416.00;big
129;4485.00;9.50;132.00;big
130;4744.00;9.50;68.00;big
130;4945.00;9.50;79.00;big
131;4377.00;9.90;660.00;big
131;4435.00;9.70;596.00;big
132;4689.00;9.50;798.00;big
132;4703.00;9.50;711.00;big
133;2210.00;9.50;377.00;big
133;2433.00;9.50;538.00;big
134;2025.00;9.50;104.00;big
134;2338.00;9.50;117.00;big
135;2827.00;9.50;399.00;big
135;2748.00;9.50;627.00;big
136;2853.00;9.50;100.00;big
136;2649.00;9.50;149.00;big
137;3300.00;9.50;58.00;big
137;3028.00;9.50;119.00;big
138;3381.00;9.50;244.00;big
138;3457.00;9.50;353.00;big
139;3499.00;9.50;516.00;big
139;3599.00;9.50;696.00;big
140;3870.00;9.50;200.00;big
140;3617.00;9.50;169.00;big
141;3854.00;9.50;724.00;big
141;3782.00;9.50;509.00;big
142;3546.00;10.45;390.00;big
142;3510.00;11.88;309.00;big
143;3074.00;14.12;278.00;big
143;3056.00;14.03;450.00;big
144;3249.00;14.55;198.00;big
144;3142.00;12.40;155.00;big
145;3385.00;11.00;419.00;big
145;3345.00;10.50;294.00;big
146;3231.00;12.10;285.00;big
146;3259.00;13.23;428.00;big
147;5454.00;9.50;122.00;big
147;5196.00;9.50;97.00;big
148;5566.00;11.55;162.00;big
148;5475.00;12.55;62.00;big
149;4713.00;10.53;322.00;big
149;4705.00;10.50;183.00;big
150;4971.00;12.50;141.00;big
150;5103.00;12.03;149.00;big
151;4914.00;10.40;428.00;big
151;5107.00;11.05;292.00;big
152;4809.00;10.70;285.00;big
152;4978.00;9.70;242.00;big
153;4799.00;11.57;1257.00;big
153;4783.00;12.60;1316.00;big
154;5006.00;9.50;1471.00;big
154;4908.00;9.50;1320.00;big
155;4712.00;9.50;1191.00;big
155;4725.00;9.50;1289.00;big
156;4343.00;12.05;1950.00;big
156;4793.00;11.32;1983.00;big
157;5195.00;11.75;1784.00;big
157;44.00;10.20;2038.00;big
158;4991.00;12.10;1283.00;big
158;4882.00;11.28;1209.00;big
159;5062.00;9.50;1523.00;big
159;5213.00;9.50;1677.00;big
160;4871.00;9.50;789.00;big
160;4879.00;9.50;937.00;big
161;5500.00;9.50;1730.00;big
161;116.00;9.50;1877.00;big
162;387.00;9.50;1901.00;big
162;815.00;9.60;1749.00;big
163;342.00;9.50;1730.00;big
163;642.00;9.50;1686.00;big
164;5448.00;9.50;1500.00;big
164;11.00;9.50;1526.00;big
165;5193.00;9.50;1184.00;big
165;5242.00;9.50;1357.00;big
166;113.00;9.50;1486.00;big
166;348.00;9.50;1427.00;big
167;748.00;9.50;1471.00;big
167;578.00;9.50;1448.00;big
168;829.00;9.50;1528.00;big
168;901.00;9.50;1366.00;big
169;688.00;9.50;1135.00;big
169;892.00;9.50;1047.00;big
170;272.00;9.50;1162.00;big
170;432.00;9.50;1007.00;big
171;892.00;9.50;737.00;big
171;660.00;9.50;714.00;big
172;1619.00;9.50;96.00;big
172;1844.00;9.50;81.00;big
173;5058.00;9.50;1292.00;big
173;4942.00;9.50;1182.00;big
174;48.00;9.50;1185.00;big
174;5475.00;9.50;1177.00;big
175;672.00;9.50;120.00;big
175;268.00;9.50;147.00;big
176;3518.00;12.88;910.00;big
176;3675.00;9.88;972.00;big
177;418.00;13.35;1984.00;big
177;633.00;9.50;1954.00;big
178;1155.00;9.50;410.00;big
178;1245.00;9.50;119.00;big
179;1564.00;9.50;261.00;big
179;1610.00;9.50;494.00;big
180;665.00;9.50;333.00;big
180;824.00;9.50;457.00;big
181;273.00;9.50;695.00;big
181;439.00;9.50;729.00;big
182;4699.00;10.50;903.00;big
182;4748.00;10.78;777.00;big
183;5127.00;9.50;921.00;big
183;5027.00;9.60;1061.00;big
184;4734.00;9.50;449.00;big
184;4634.00;9.50;393.00;big
185;4525.00;12.10;534.00;big
185;4713.00;9.55;593.00;big
186;4813.00;10.50;598.00;big
186;4882.00;9.50;521.00;big
187;4819.00;9.50;1117.00;big
187;4701.00;10.78;1045.00;big
188;5236.00;9.50;355.00;big
188;5096.00;9.50;419.00;big
189;4950.00;9.50;481.00;big
189;4959.00;9.50;401.00;big
190;4972.00;15.90;592.00;big
190;5093.00;10.80;525.00;big
191;329.00;9.50;445.00;big
191;461.00;11.62;366.00;big
192;5173.00;10.25;600.00;big
192;5019.00;9.50;739.00;big
193;5421.00;9.50;360.00;big
193;5280.00;9.50;520.00;big
194;109.00;9.98;430.00;big
194;5579.00;9.75;363.00;big
195;78.00;9.50;670.00;big
195;5452.00;10.38;746.00;big
196;129.00;9.50;868.00;big
196;5594.00;9.50;947.00;big
197;1727.00;9.78;62.00;big
197;1726.00;11.80;185.00;big
198;1274.00;13.85;1171.00;big
198;1225.00;16.40;1250.00;big
199;1060.00;9.88;1353.00;big
199;1175.00;15.60;1291.00;big
200;1560.00;10.60;1465.00;big
200;1599.00;12.00;1543.00;big
201;1390.00;10.30;1412.00;big
201;1495.00;10.32;1407.00;big
202;1293.00;10.40;1368.00;big
202;1256.00;10.53;1445.00;big
203;1486.00;10.70;1540.00;big
203;1427.00;10.20;1614.00;big
204;1408.00;10.50;1748.00;big
204;1521.00;11.30;1693.00;big
205;1326.00;10.30;1547.00;big
205;1283.00;10.90;1645.00;big
206;1153.00;10.60;2003.00;big
206;1735.00;9.60;2028.00;big
207;792.00;9.50;1901.00;big
207;899.00;14.75;1748.00;big
208;1237.00;10.30;1773.00;big
208;1072.00;11.05;1832.00;big
209;1164.00;17.62;1499.00;big
209;1072.00;15.48;1472.00;big
210;1126.00;14.60;1624.00;big
210;1031.00;16.30;1664.00;big
211;904.00;9.70;1535.00;big
211;959.00;13.10;1463.00;big
212;904.00;13.23;1616.00;big
212;924.00;11.70;1676.00;big
213;1734.00;17.23;480.00;big
213;1710.00;10.93;314.00;big
214;1797.00;15.70;556.00;big
214;1771.00;9.95;630.00;big
215;1922.00;9.95;490.00;big
215;1828.00;10.55;436.00;big
216;1854.00;9.80;267.00;big
216;1798.00;13.38;351.00;big
217;1932.00;9.80;337.00;big
217;2003.00;12.32;425.00;big
218;1674.00;14.93;660.00;big
218;1600.00;12.60;777.00;big
219;1723.00;9.90;740.00;big
219;1807.00;9.70;819.00;big
220;1883.00;10.40;919.00;big
220;1972.00;9.90;918.00;big
221;1702.00;14.05;1011.00;big
221;1797.00;10.50;983.00;big
222;1611.00;10.55;865.00;big
222;1643.00;10.95;991.00;big
223;2024.00;10.20;637.00;big
223;1872.00;10.85;644.00;big
224;2161.00;10.93;628.00;big
224;2090.00;11.80;514.00;big
225;2213.00;10.30;760.00;big
225;2026.00;10.50;785.00;big
226;4900.00;11.35;1419.00;big
226;4949.00;9.78;1517.00;big
227;4852.00;10.03;1450.00;big
227;4715.00;11.45;1501.00;big
228;4710.00;9.95;1360.00;big
228;4794.00;12.07;1383.00;big
229;4767.00;12.10;1733.00;big
229;4835.00;10.30;1602.00;big
230;4383.00;14.32;1429.00;big
230;4544.00;13.65;1457.00;big
231;4322.00;13.95;1549.00;big
231;4251.00;13.03;1483.00;big
232;4537.00;11.88;1568.00;big
232;4629.00;12.05;1649.00;big
233;4342.00;20.38;1146.00;big
233;4417.00;12.25;1165.00;big
234;4411.00;15.93;1275.00;big
234;4309.00;19.10;1275.00;big
235;4475.00;10.70;1713.00;big
235;4384.00;11.50;1620.00;big
236;4577.00;9.82;1032.00;big
236;4508.00;9.95;1019.00;big
237;4572.00;13.65;1345.00;big
237;4621.00;12.57;1407.00;big
238;4490.00;15.10;1257.00;big
238;4568.00;14.15;1280.00;big
239;4626.00;9.70;1317.00;big
239;4654.00;11.95;1257.00;big
240;4662.00;9.73;1176.00;big
240;4626.00;10.12;1092.00;big
241;4580.00;9.85;1190.00;big
241;4488.00;13.53;1187.00;big
242;4533.00;10.68;1110.00;big
242;4475.00;13.10;1098.00;big
243;3948.00;9.70;1871.00;big
243;4074.00;9.70;1785.00;big
244;4233.00;11.00;1638.00;big
244;4283.00;11.30;1739.00;big
245;3397.00;9.88;1800.00;big
245;3480.00;10.03;1763.00;big
246;3362.00;10.50;1730.00;big
246;3276.00;9.70;1691.00;big
247;3741.00;9.70;1917.00;big
247;3619.00;10.50;1849.00;big
248;3408.00;10.00;1560.00;big
248;3345.00;10.05;1623.00;big
249;3915.00;11.80;1318.00;big
249;4011.00;10.75;1382.00;big
250;3819.00;10.18;1345.00;big
250;3685.00;9.93;1357.00;big
251;4036.00;10.00;1510.00;big
251;3873.00;10.60;1519.00;big
252;4039.00;9.85;1638.00;big
252;4140.00;10.60;1629.00;big
253;3599.00;9.60;1523.00;big
253;3753.00;10.30;1538.00;big
254;3928.00;11.32;1688.00;big
254;3765.00;10.07;1697.00;big
255;3511.00;11.48;1596.00;big
255;3451.00;9.80;1669.00;big
256;3570.00;10.00;1709.00;big
256;3638.00;10.00;1644.00;big
